                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    453,                0.26925,                0.16895,                0.88097,                0.98988,                0.98578,                0.99434,                0.89711,                0.55516,                0.22875,                0.87941,              0.0025585,              0.0025585,              0.0025585
                    454,                0.26919,                0.17058,                0.87866,                0.99004,                0.98578,                0.99434,                 0.8973,                0.55521,                0.22923,                0.87941,               0.002542,               0.002542,               0.002542
                    455,                0.26706,                0.16825,                0.87654,                 0.9896,                0.98578,                0.99432,                 0.8976,                0.55549,                0.22943,                0.87949,              0.0025255,              0.0025255,              0.0025255
                    456,                0.26721,                0.16885,                0.87738,                0.98944,                0.98578,                0.99431,                0.89712,                0.55569,                0.22957,                0.87962,               0.002509,               0.002509,               0.002509
                    457,                    inf,                0.16786,                0.87727,                0.98943,                0.98578,                0.99431,                0.89715,                0.55562,                0.22936,                0.87942,              0.0024925,              0.0024925,              0.0024925
                    458,                0.26404,                0.16537,                0.87893,                0.98942,                0.98578,                 0.9943,                0.89712,                0.55563,                 0.2295,                0.87946,               0.002476,               0.002476,               0.002476
                    459,                0.26495,                0.16849,                0.87777,                0.98942,                0.98578,                0.99429,                 0.8971,                 0.5557,                0.22949,                0.87972,              0.0024595,              0.0024595,              0.0024595
                    460,                0.26362,                0.16751,                0.87776,                0.98944,                0.98578,                 0.9943,                0.89754,                0.55558,                0.23014,                0.87982,               0.002443,               0.002443,               0.002443
                    461,                0.26368,                0.16725,                0.87587,                0.98945,                0.98575,                0.99432,                0.89764,                0.55542,                0.22971,                0.87976,              0.0024265,              0.0024265,              0.0024265
                    462,                0.26227,                 0.1677,                0.87677,                0.98944,                0.98524,                0.99431,                0.89721,                0.55544,                0.22971,                0.87992,                0.00241,                0.00241,                0.00241
                    463,                0.26563,                0.16863,                0.87887,                0.99006,                0.98549,                0.99431,                0.89713,                0.55545,                0.22954,                0.88026,              0.0023935,              0.0023935,              0.0023935
                    464,                0.25874,                0.16504,                0.87495,                0.99003,                0.98578,                0.99432,                0.89743,                0.55552,                0.22971,                 0.8807,               0.002377,               0.002377,               0.002377
                    465,                0.25925,                0.16507,                0.87678,                0.98987,                0.98578,                0.99429,                0.89721,                0.55563,                0.22911,                0.88097,              0.0023605,              0.0023605,              0.0023605
                    466,                0.26088,                0.16779,                0.87556,                0.99006,                0.98528,                 0.9943,                0.89758,                0.55516,                0.22998,                0.88038,               0.002344,               0.002344,               0.002344
                    467,                0.25992,                0.16714,                0.87564,                0.99013,                0.98516,                0.99429,                0.89709,                0.55549,                0.23025,                0.88052,              0.0023275,              0.0023275,              0.0023275
                    468,                0.25986,                0.16518,                0.87543,                0.98971,                0.98516,                 0.9943,                0.89689,                0.55582,                0.23025,                 0.8807,               0.002311,               0.002311,               0.002311
                    469,                0.25919,                0.16328,                0.87459,                0.98973,                0.98516,                0.99432,                0.89693,                0.55625,                0.23048,                0.88138,              0.0022945,              0.0022945,              0.0022945
                    470,                0.25799,                0.16198,                0.87565,                0.98933,                0.98516,                0.99432,                0.89704,                 0.5567,                0.23058,                0.88188,               0.002278,               0.002278,               0.002278
                    471,                0.25863,                0.16456,                0.87398,                0.98901,                0.98516,                0.99433,                0.89686,                 0.5572,                0.23094,                0.88215,              0.0022615,              0.0022615,              0.0022615
                    472,                0.25885,                0.16477,                 0.8751,                0.98883,                0.98519,                0.99434,                0.89685,                0.55754,                0.23097,                0.88236,               0.002245,               0.002245,               0.002245
                    473,                0.26004,                0.16398,                0.87671,                0.98883,                0.98528,                0.99436,                0.89658,                0.55782,                0.23105,                0.88221,              0.0022285,              0.0022285,              0.0022285
                    474,                0.25647,                0.16254,                0.87479,                0.98883,                0.98523,                0.99436,                 0.8969,                0.55799,                0.23131,                0.88238,               0.002212,               0.002212,               0.002212
                    475,                0.25654,                0.16236,                0.87638,                0.98823,                0.98626,                0.99436,                0.89691,                  0.558,                0.23159,                0.88257,              0.0021955,              0.0021955,              0.0021955
                    476,                0.25728,                0.16182,                 0.8749,                0.98823,                0.98629,                0.99438,                0.89729,                0.55804,                0.23122,                0.88275,               0.002179,               0.002179,               0.002179
                    477,                0.25504,                0.16086,                0.87391,                0.98823,                0.98631,                0.99437,                0.89714,                0.55836,                0.23099,                0.88293,              0.0021625,              0.0021625,              0.0021625
                    478,                0.25584,                0.16172,                0.87565,                0.98823,                0.98636,                0.99439,                0.89749,                0.55844,                0.23102,                0.88295,               0.002146,               0.002146,               0.002146
                    479,                0.25524,                0.16235,                0.87513,                 0.9882,                0.98639,                0.99441,                0.89774,                0.55883,                0.23064,                0.88286,              0.0021295,              0.0021295,              0.0021295
                    480,                 0.2544,                0.16142,                0.87468,                0.98823,                0.98672,                 0.9944,                0.89737,                0.55894,                 0.2303,                0.88284,               0.002113,               0.002113,               0.002113
                    481,                 0.2548,                0.16245,                0.87633,                0.98823,                0.98676,                 0.9944,                0.89734,                0.55895,                0.23047,                 0.8826,              0.0020965,              0.0020965,              0.0020965
                    482,                0.25342,                 0.1607,                0.87435,                0.98823,                0.98679,                 0.9944,                0.89706,                0.55914,                0.22993,                0.88257,                0.00208,                0.00208,                0.00208
                    483,                0.25458,                0.16232,                 0.8738,                0.98823,                0.98677,                0.99442,                0.89697,                0.55927,                0.22982,                0.88249,              0.0020635,              0.0020635,              0.0020635
                    484,                0.25589,                0.16258,                0.87601,                0.98823,                0.98672,                 0.9944,                0.89718,                0.55963,                0.22885,                0.88269,               0.002047,               0.002047,               0.002047
                    485,                 0.2539,                  0.162,                0.87407,                0.98814,                0.98639,                 0.9944,                0.89726,                0.55965,                0.22838,                0.88275,              0.0020305,              0.0020305,              0.0020305
                    486,                0.25405,                0.16028,                0.87531,                0.98823,                0.98625,                 0.9944,                0.89738,                0.55973,                0.22836,                0.88305,               0.002014,               0.002014,               0.002014
                    487,                 0.2516,                0.16001,                 0.8728,                0.98823,                0.98621,                 0.9944,                0.89687,                0.55966,                0.22829,                0.88343,              0.0019975,              0.0019975,              0.0019975
                    488,                 0.2506,                0.15956,                0.87357,                0.98823,                0.98618,                0.99439,                0.89703,                0.55967,                0.22801,                0.88339,               0.001981,               0.001981,               0.001981
                    489,                0.24873,                0.15937,                0.87196,                0.98823,                0.98619,                0.99439,                0.89718,                0.55977,                0.22801,                0.88304,              0.0019645,              0.0019645,              0.0019645
                    490,                0.24983,                0.15933,                0.87405,                0.98823,                0.98622,                0.99439,                 0.8974,                0.55989,                0.22818,                0.88315,               0.001948,               0.001948,               0.001948
                    491,                0.24904,                0.15787,                0.87387,                0.98823,                0.98623,                0.99438,                0.89671,                0.56001,                0.22757,                0.88343,              0.0019315,              0.0019315,              0.0019315
                    492,                0.24761,                0.15855,                0.87381,                0.98823,                0.98627,                0.99438,                0.89667,                0.56034,                0.22811,                 0.8842,               0.001915,               0.001915,               0.001915
                    493,                0.24729,                0.15732,                 0.8725,                0.98822,                0.98639,                0.99437,                 0.8976,                0.56038,                0.22764,                0.88462,              0.0018985,              0.0018985,              0.0018985
                    494,                0.24719,                0.15939,                0.87294,                0.98803,                0.98639,                0.99436,                0.89738,                0.56048,                0.22791,                0.88483,               0.001882,               0.001882,               0.001882
                    495,                0.24895,                0.15939,                0.87136,                0.98806,                0.98639,                0.99435,                0.89772,                0.56041,                0.22814,                0.88523,              0.0018655,              0.0018655,              0.0018655
                    496,                 0.2488,                0.15953,                0.87368,                0.98822,                0.98564,                0.99433,                0.89763,                0.56043,                0.22842,                0.88569,               0.001849,               0.001849,               0.001849
                    497,                 0.2474,                0.15704,                0.87248,                0.98825,                0.98516,                0.99433,                  0.898,                0.56047,                0.22866,                0.88658,              0.0018325,              0.0018325,              0.0018325
                    498,                0.24667,                0.15815,                 0.8726,                0.98883,                0.98566,                0.99432,                0.89801,                0.56036,                0.22916,                0.88713,               0.001816,               0.001816,               0.001816
                    499,                0.24593,                 0.1578,                0.87146,                0.98883,                0.98553,                0.99432,                0.89791,                0.56053,                 0.2286,                0.88737,              0.0017995,              0.0017995,              0.0017995
                    500,                0.24536,                0.15856,                 0.8726,                0.98883,                0.98554,                0.99432,                0.89731,                0.56064,                0.22859,                0.88758,               0.001783,               0.001783,               0.001783
                    501,                0.24252,                0.15702,                0.87059,                0.98883,                0.98552,                0.99432,                0.89778,                0.56071,                0.22868,                0.88765,              0.0017665,              0.0017665,              0.0017665
                    502,                0.24295,                0.15619,                0.87134,                0.98883,                0.98547,                0.99432,                0.89765,                0.56063,                 0.2281,                0.88763,                0.00175,                0.00175,                0.00175
                    503,                0.24092,                0.15628,                0.87097,                0.98883,                0.98544,                0.99432,                0.89796,                 0.5602,                0.22873,                0.88782,              0.0017335,              0.0017335,              0.0017335
                    504,                 0.2404,                0.15535,                0.87238,                0.98883,                0.98538,                 0.9943,                0.89752,                0.55975,                0.22939,                0.88783,               0.001717,               0.001717,               0.001717
                    505,                0.24166,                0.15577,                0.87093,                0.98866,                0.98516,                0.99431,                0.89787,                0.55971,                0.22959,                 0.8877,              0.0017005,              0.0017005,              0.0017005
                    506,                0.24027,                0.15443,                0.87094,                0.98969,                 0.9833,                 0.9943,                0.89764,                0.55982,                0.22971,                0.88789,               0.001684,               0.001684,               0.001684
                    507,                0.24084,                0.15579,                0.87285,                0.99004,                0.98382,                0.99432,                0.89755,                0.55984,                0.22991,                0.88816,              0.0016675,              0.0016675,              0.0016675
                    508,                0.23919,                0.15629,                0.87062,                0.98992,                0.98392,                 0.9943,                0.89766,                0.55983,                0.22992,                0.88819,               0.001651,               0.001651,               0.001651
                    509,                0.24101,                0.15946,                0.87248,                0.98999,                0.98392,                 0.9943,                0.89706,                0.55967,                0.22956,                0.88862,              0.0016345,              0.0016345,              0.0016345
                    510,                 0.2407,                0.15496,                0.87234,                0.99004,                0.98398,                0.99429,                0.89744,                0.55998,                0.23041,                0.88908,               0.001618,               0.001618,               0.001618
                    511,                 0.2387,                 0.1548,                0.86957,                0.99004,                0.98392,                0.99427,                0.89734,                0.55978,                0.23044,                0.88924,              0.0016015,              0.0016015,              0.0016015
                    512,                0.23732,                0.15356,                0.86931,                0.99065,                0.98327,                0.99428,                0.89763,                0.55961,                0.23024,                0.88935,               0.001585,               0.001585,               0.001585
                    513,                0.23866,                0.15217,                0.87098,                0.99008,                0.98268,                0.99425,                 0.8977,                0.55972,                0.23028,                0.88956,              0.0015685,              0.0015685,              0.0015685
                    514,                0.23627,                 0.1515,                 0.8696,                0.99004,                0.98268,                0.99424,                0.89736,                 0.5602,                0.23047,                0.89004,               0.001552,               0.001552,               0.001552
                    515,                0.23735,                0.15229,                0.86877,                0.99004,                0.98314,                0.99423,                0.89699,                0.56041,                0.23027,                0.89006,              0.0015355,              0.0015355,              0.0015355
                    516,                0.23904,                0.15269,                 0.8682,                0.99039,                 0.9833,                0.99421,                0.89739,                0.56038,                0.23032,                 0.8899,               0.001519,               0.001519,               0.001519
                    517,                0.23625,                0.15325,                0.86832,                 0.9903,                 0.9833,                0.99421,                0.89726,                 0.5601,                0.23108,                0.88987,              0.0015025,              0.0015025,              0.0015025
                    518,                0.23648,                 0.1523,                 0.8684,                0.99065,                0.98321,                0.99422,                 0.8968,                0.56014,                0.23129,                0.89002,               0.001486,               0.001486,               0.001486
                    519,                0.23428,                0.15073,                0.86742,                0.98677,                0.98639,                0.99423,                0.89715,                0.56001,                0.23143,                0.88989,              0.0014695,              0.0014695,              0.0014695
                    520,                0.23474,                0.15134,                0.86589,                0.99065,                0.98325,                0.99421,                0.89719,                0.56014,                0.23075,                0.88986,               0.001453,               0.001453,               0.001453
                    521,                0.23405,                0.14956,                0.86867,                0.99031,                 0.9833,                0.99422,                0.89687,                0.56011,                0.23063,                0.88964,              0.0014365,              0.0014365,              0.0014365
                    522,                0.23338,                0.15084,                0.86761,                 0.9904,                 0.9833,                 0.9942,                0.89665,                0.56025,                0.23015,                0.88953,                0.00142,                0.00142,                0.00142
                    523,                0.23195,                0.15049,                0.86465,                0.99018,                 0.9833,                0.99421,                0.89613,                0.56041,                0.22977,                0.88963,              0.0014035,              0.0014035,              0.0014035
                    524,                0.23104,                0.14723,                0.86628,                0.99014,                 0.9833,                0.99421,                0.89625,                0.56058,                0.23025,                0.88931,               0.001387,               0.001387,               0.001387
                    525,                0.23213,                0.15068,                0.86708,                0.99042,                 0.9833,                0.99423,                0.89605,                0.56077,                0.23026,                0.88964,              0.0013705,              0.0013705,              0.0013705
                    526,                0.23067,                0.14936,                0.86813,                0.99062,                 0.9833,                0.99422,                0.89627,                0.56109,                0.23078,                0.88968,               0.001354,               0.001354,               0.001354
                    527,                0.22956,                0.14714,                0.86847,                0.99065,                0.98311,                0.99421,                0.89626,                0.56157,                0.23052,                0.88988,              0.0013375,              0.0013375,              0.0013375
                    528,                0.23181,                0.14909,                0.86775,                0.99065,                0.98302,                 0.9942,                0.89577,                0.56174,                0.23038,                 0.8898,               0.001321,               0.001321,               0.001321
                    529,                0.22903,                 0.1468,                0.86697,                0.99065,                0.98303,                 0.9942,                0.89526,                0.56191,                0.23015,                0.89021,              0.0013045,              0.0013045,              0.0013045
                    530,                0.22701,                0.14655,                0.86552,                0.99065,                0.98299,                0.99418,                 0.8963,                 0.5623,                0.23034,                0.89052,               0.001288,               0.001288,               0.001288
                    531,                0.22594,                0.14589,                0.86523,                0.98753,                0.98578,                0.99418,                0.89619,                0.56252,                0.23118,                0.89076,              0.0012715,              0.0012715,              0.0012715
                    532,                0.22661,                0.14568,                0.86697,                0.98747,                0.98578,                0.99418,                0.89621,                0.56264,                0.23111,                0.89107,               0.001255,               0.001255,               0.001255
                    533,                0.22566,                0.14457,                0.86653,                0.98745,                0.98578,                0.99418,                0.89572,                0.56306,                0.23093,                0.89127,              0.0012385,              0.0012385,              0.0012385
                    534,                0.22397,                0.14398,                0.86469,                 0.9875,                0.98578,                0.99417,                0.89595,                 0.5631,                0.23098,                0.89128,               0.001222,               0.001222,               0.001222
                    535,                0.22403,                0.14372,                0.86501,                0.98756,                0.98578,                0.99416,                0.89596,                0.56301,                0.23134,                0.89108,              0.0012055,              0.0012055,              0.0012055
                    536,                0.22345,                0.14387,                0.86383,                0.98757,                0.98578,                0.99415,                0.89578,                0.56287,                0.23116,                0.89058,               0.001189,               0.001189,               0.001189
                    537,                0.22256,                0.14383,                0.86489,                0.98741,                0.98578,                0.99414,                0.89604,                 0.5628,                 0.2313,                0.89054,              0.0011725,              0.0011725,              0.0011725
                    538,                 0.2228,                0.14473,                0.86447,                0.98761,                0.98603,                0.99417,                 0.8958,                0.56284,                0.23165,                0.89089,               0.001156,               0.001156,               0.001156
                    539,                 0.2212,                0.14241,                0.86377,                0.98755,                0.98639,                0.99413,                0.89586,                0.56281,                0.23165,                0.89107,              0.0011395,              0.0011395,              0.0011395
                    540,                0.21923,                0.14152,                0.86334,                0.98742,                0.98639,                0.99411,                0.89589,                0.56267,                0.23179,                0.89123,               0.001123,               0.001123,               0.001123
                    541,                0.21983,                0.14126,                0.86335,                 0.9874,                0.98639,                0.99409,                0.89654,                0.56256,                  0.232,                0.89117,              0.0011065,              0.0011065,              0.0011065
                    542,                0.21935,                0.14207,                0.86397,                0.98742,                0.98639,                0.99411,                0.89647,                0.56205,                0.23211,                0.89117,                0.00109,                0.00109,                0.00109
                    543,                0.21866,                0.14013,                0.86471,                0.98736,                0.98639,                0.99411,                0.89648,                0.56218,                0.23223,                 0.8912,              0.0010735,              0.0010735,              0.0010735
                    544,                 0.2189,                0.14106,                0.86475,                0.98732,                0.98639,                0.99411,                0.89587,                0.56248,                0.23177,                0.89125,               0.001057,               0.001057,               0.001057
                    545,                 0.2184,                0.14172,                 0.8649,                0.98729,                0.98639,                0.99408,                0.89639,                0.56245,                0.23168,                0.89117,              0.0010405,              0.0010405,              0.0010405
                    546,                0.21642,                 0.1402,                0.86249,                0.98725,                0.98639,                0.99408,                0.89571,                0.56254,                0.23174,                0.89114,               0.001024,               0.001024,               0.001024
                    547,                0.21461,                0.13936,                0.86207,                0.98741,                0.98639,                0.99405,                0.89602,                0.56248,                0.23154,                0.89116,              0.0010075,              0.0010075,              0.0010075
                    548,                0.21553,                0.13839,                0.86387,                0.98761,                 0.9862,                0.99403,                0.89627,                0.56283,                0.23178,                 0.8914,               0.000991,               0.000991,               0.000991
                    549,                0.21646,                0.13847,                0.86314,                0.99003,                0.98304,                0.99405,                0.89601,                  0.563,                0.23203,                0.89172,              0.0009745,              0.0009745,              0.0009745
                    550,                0.21558,                0.13754,                0.86392,                0.99047,                0.98268,                0.99403,                0.89664,                0.56304,                0.23194,                0.89176,               0.000958,               0.000958,               0.000958
                    551,                 0.2133,                0.13716,                0.86102,                0.99049,                0.98268,                0.99404,                0.89593,                0.56305,                0.23189,                0.89188,              0.0009415,              0.0009415,              0.0009415
                    552,                0.21231,                0.13593,                0.86066,                 0.9876,                0.98521,                0.99403,                 0.8964,                0.56336,                0.23243,                0.89232,               0.000925,               0.000925,               0.000925
                    553,                0.21313,                0.13699,                 0.8604,                 0.9876,                0.98526,                0.99403,                 0.8957,                 0.5635,                0.23179,                 0.8925,              0.0009085,              0.0009085,              0.0009085
                    554,                0.21322,                0.13635,                0.86227,                 0.9876,                0.98523,                0.99402,                0.89576,                 0.5638,                0.23239,                0.89281,               0.000892,               0.000892,               0.000892
                    555,                 0.2097,                0.13436,                 0.8605,                0.98906,                0.98516,                0.99403,                0.89559,                0.56407,                0.23252,                0.89319,              0.0008755,              0.0008755,              0.0008755
                    556,                0.21206,                0.13723,                0.86211,                0.98932,                0.98516,                0.99404,                0.89541,                0.56437,                 0.2323,                0.89351,               0.000859,               0.000859,               0.000859
                    557,                0.21135,                0.13544,                0.86191,                0.98944,                0.98485,                0.99405,                 0.8953,                0.56462,                0.23234,                0.89377,              0.0008425,              0.0008425,              0.0008425
                    558,                0.20989,                0.13433,                 0.8617,                0.98944,                0.98485,                0.99404,                0.89556,                0.56491,                0.23267,                0.89406,               0.000826,               0.000826,               0.000826
                    559,                0.20796,                0.13395,                0.85894,                0.98944,                  0.985,                0.99404,                 0.8951,                0.56512,                0.23256,                0.89434,              0.0008095,              0.0008095,              0.0008095
                    560,                0.20877,                0.13286,                0.85959,                0.98944,                0.98516,                0.99404,                0.89509,                0.56551,                0.23281,                0.89478,               0.000793,               0.000793,               0.000793
                    561,                0.21208,                0.13434,                0.86065,                0.98931,                0.98516,                0.99405,                0.89493,                0.56587,                0.23243,                0.89512,              0.0007765,              0.0007765,              0.0007765
                    562,                0.20726,                0.13266,                0.86142,                0.98944,                0.98539,                0.99405,                0.89507,                0.56604,                0.23242,                0.89516,                0.00076,                0.00076,                0.00076
                    563,                0.20638,                0.13305,                0.85992,                0.98944,                0.98544,                0.99407,                0.89456,                0.56639,                0.23203,                0.89551,              0.0007435,              0.0007435,              0.0007435
                    564,                0.20702,                0.13264,                0.85943,                0.98944,                0.98546,                0.99407,                0.89396,                0.56647,                0.23232,                0.89589,               0.000727,               0.000727,               0.000727
                    565,                0.20661,                0.13189,                0.86075,                0.98944,                0.98544,                0.99406,                0.89345,                0.56675,                0.23139,                0.89621,              0.0007105,              0.0007105,              0.0007105
                    566,                0.20188,                0.12809,                0.85971,                0.98944,                0.98541,                0.99405,                 0.8937,                0.56668,                0.23154,                0.89631,               0.000694,               0.000694,               0.000694
                    567,                0.20529,                0.13127,                0.85867,                0.98922,                0.98516,                0.99405,                0.89336,                 0.5671,                0.23109,                 0.8967,              0.0006775,              0.0006775,              0.0006775
                    568,                 0.2037,                0.13049,                0.85864,                0.98927,                0.98516,                0.99404,                0.89333,                0.56731,                0.23074,                 0.8969,               0.000661,               0.000661,               0.000661
                    569,                0.20566,                0.13154,                0.86024,                0.98932,                0.98516,                  0.994,                0.89352,                0.56722,                0.23119,                0.89698,              0.0006445,              0.0006445,              0.0006445
                    570,                0.20139,                0.12892,                0.86012,                0.98938,                0.98516,                  0.994,                0.89343,                0.56767,                0.23122,                0.89727,               0.000628,               0.000628,               0.000628
                    571,                0.20137,                0.12953,                0.85875,                0.98944,                0.98514,                0.99399,                0.89303,                0.56795,                 0.2315,                0.89765,              0.0006115,              0.0006115,              0.0006115
                    572,                0.20108,                0.12961,                0.85899,                0.98944,                0.98513,                0.99399,                0.89315,                0.56791,                0.23117,                0.89782,               0.000595,               0.000595,               0.000595
                    573,                0.20142,                0.13058,                0.85811,                0.98944,                0.98512,                0.99399,                0.89339,                  0.568,                0.23127,                0.89811,              0.0005785,              0.0005785,              0.0005785
                    574,                0.20026,                0.12857,                0.85858,                0.98944,                0.98505,                  0.994,                0.89353,                0.56832,                0.23152,                0.89852,               0.000562,               0.000562,               0.000562
                    575,                    inf,                0.12789,                0.85867,                0.98944,                0.98502,                0.99398,                0.89319,                0.56857,                 0.2314,                0.89897,              0.0005455,              0.0005455,              0.0005455
                    576,                0.20003,                0.12615,                0.85792,                0.98944,                0.98502,                0.99397,                0.89345,                0.56858,                0.23168,                0.89914,               0.000529,               0.000529,               0.000529
                    577,                 0.1989,                0.12696,                0.85805,                0.98944,                0.98509,                0.99397,                0.89302,                0.56883,                0.23226,                0.89945,              0.0005125,              0.0005125,              0.0005125
                    578,                0.19887,                0.12609,                0.85774,                0.98944,                0.98515,                0.99397,                0.89385,                0.56899,                0.23242,                0.89981,               0.000496,               0.000496,               0.000496
                    579,                0.19663,                 0.1248,                0.85771,                0.98931,                0.98516,                0.99396,                0.89348,                0.56925,                0.23213,                 0.9001,              0.0004795,              0.0004795,              0.0004795
                    580,                0.19511,                0.12386,                 0.8569,                0.98934,                0.98516,                0.99395,                0.89373,                0.56941,                0.23247,                0.90021,               0.000463,               0.000463,               0.000463
                    581,                0.19639,                0.12524,                0.85621,                0.98938,                0.98516,                0.99395,                0.89382,                0.56963,                0.23264,                0.90037,              0.0004465,              0.0004465,              0.0004465
                    582,                0.19404,                0.12322,                0.85615,                 0.9894,                0.98516,                0.99395,                0.89335,                0.56959,                0.23303,                 0.9006,                0.00043,                0.00043,                0.00043
                    583,                    inf,                 0.1233,                0.85627,                0.98936,                0.98516,                0.99395,                 0.8927,                0.56995,                0.23269,                0.90096,              0.0004135,              0.0004135,              0.0004135
                    584,                0.19393,                 0.1232,                0.85815,                0.98928,                0.98516,                0.99395,                0.89261,                0.57005,                0.23272,                0.90124,               0.000397,               0.000397,               0.000397
                    585,                0.19083,                0.12265,                0.85646,                 0.9892,                0.98516,                0.99396,                0.89262,                0.57011,                0.23325,                0.90163,              0.0003805,              0.0003805,              0.0003805
                    586,                0.19103,                0.12212,                0.85698,                0.98916,                0.98516,                0.99394,                0.89257,                0.57014,                0.23309,                0.90196,               0.000364,               0.000364,               0.000364
